submission_date,state,new_case,pnew_case,new_death,prob_death
02/25/2020,TX,0,0,0,0
02/26/2020,TX,0,0,0,0
02/27/2020,TX,0,0,0,0
02/28/2020,TX,0,0,0,0
02/29/2020,TX,0,0,0,0
03/01/2020,TX,0,0,0,0
03/02/2020,TX,0,0,0,0
03/03/2020,TX,0,0,0,0
03/04/2020,TX,0,0,0,0
03/05/2020,TX,3,0,0,0
03/06/2020,TX,2,0,0,0
03/07/2020,TX,0,0,0,0
03/08/2020,TX,1,0,0,0
03/09/2020,TX,7,0,0,0
03/10/2020,TX,2,0,0,0
03/11/2020,TX,8,0,0,0
03/12/2020,TX,1,0,0,0
03/13/2020,TX,12,0,0,0
03/14/2020,TX,7,0,0,0
03/15/2020,TX,8,0,0,0
03/16/2020,TX,6,0,0,0
03/17/2020,TX,7,0,1,0
03/18/2020,TX,19,0,1,0
03/19/2020,TX,60,0,1,0
03/20/2020,TX,258,0,2,0
03/21/2020,TX,106,0,0,0
03/22/2020,TX,0,0,0,0
03/23/2020,TX,0,0,3,0
03/24/2020,TX,208,0,3,0
03/25/2020,TX,259,0,1,0
03/26/2020,TX,422,0,6,0
03/27/2020,TX,335,0,5,0
03/28/2020,TX,321,0,4,0
03/29/2020,TX,500,0,7,0
03/30/2020,TX,325,0,4,0
03/31/2020,TX,389,0,3,0
04/01/2020,TX,731,0,17,0
04/02/2020,TX,672,0,12,0
04/03/2020,TX,661,0,20,0
04/04/2020,TX,780,0,15,0
04/05/2020,TX,702,0,22,0
04/06/2020,TX,464,0,13,0
04/07/2020,TX,986,0,14,0
04/08/2020,TX,1091,0,23,0
04/09/2020,TX,877,0,22,0
04/10/2020,TX,1441,0,27,0
04/11/2020,TX,890,0,28,0
04/12/2020,TX,923,0,17,0
04/13/2020,TX,422,0,16,0
04/14/2020,TX,718,0,31,0
04/15/2020,TX,868,0,46,0
04/16/2020,TX,963,0,29,0
04/17/2020,TX,916,0,35,0
04/18/2020,TX,889,0,25,0
04/19/2020,TX,663,0,24,0
04/20/2020,TX,535,0,18,0
04/21/2020,TX,738,0,22,0
04/22/2020,TX,873,0,26,0
04/23/2020,TX,875,0,18,0
04/24/2020,TX,862,0,32,0
04/25/2020,TX,967,0,30,0
04/26/2020,TX,858,0,25,0
04/27/2020,TX,666,0,15,0
04/28/2020,TX,874,0,27,0
04/29/2020,TX,883,0,42,0
04/30/2020,TX,1033,0,50,0
05/01/2020,TX,1142,0,34,0
05/02/2020,TX,1323,0,31,0
05/03/2020,TX,996,0,20,0
05/04/2020,TX,784,0,17,0
05/05/2020,TX,1037,0,22,0
05/06/2020,TX,1053,0,42,0
05/07/2020,TX,968,0,25,0
05/08/2020,TX,1219,0,31,0
05/09/2020,TX,1251,0,45,0
05/10/2020,TX,1009,0,39,0
05/11/2020,TX,1000,0,12,0
05/12/2020,TX,1179,0,33,0
05/13/2020,TX,1355,0,25,0
05/14/2020,TX,1448,0,58,0
05/15/2020,TX,1347,0,56,0
05/16/2020,TX,1801,0,33,0
05/17/2020,TX,785,0,31,0
05/18/2020,TX,909,0,11,0
05/19/2020,TX,1219,0,22,0
05/20/2020,TX,1411,0,50,0
05/21/2020,TX,945,0,21,0
05/22/2020,TX,1181,0,40,0
05/23/2020,TX,1060,0,26,0
05/24/2020,TX,839,0,13,0
05/25/2020,TX,623,0,8,0
05/26/2020,TX,589,0,9,0
05/27/2020,TX,1361,0,26,0
05/28/2020,TX,1855,0,39,0
05/29/2020,TX,1230,0,25,0
05/30/2020,TX,1332,0,22,0
05/31/2020,TX,1949,0,24,0
06/01/2020,TX,593,0,6,0
06/02/2020,TX,1688,0,20,0
06/03/2020,TX,1703,0,36,0
06/04/2020,TX,1649,0,33,0
06/05/2020,TX,1693,0,21,0
06/06/2020,TX,1940,0,31,0
06/07/2020,TX,1425,0,11,0
06/08/2020,TX,638,0,6,0
06/09/2020,TX,1637,0,17,0
06/10/2020,TX,2504,0,32,0
06/11/2020,TX,1826,0,35,0
06/12/2020,TX,2097,0,19,0
06/13/2020,TX,2331,0,18,0
06/14/2020,TX,1843,0,19,0
06/15/2020,TX,1254,0,7,0
06/16/2020,TX,4098,0,46,0
06/17/2020,TX,3129,0,33,0
06/18/2020,TX,3516,0,43,0
06/19/2020,TX,3454,0,35,0
06/20/2020,TX,4430,0,25,0
06/21/2020,TX,3866,0,17,0
06/22/2020,TX,3280,0,10,0
06/23/2020,TX,5489,0,28,0
06/24/2020,TX,5551,0,29,0
06/25/2020,TX,5996,0,47,0
06/26/2020,TX,5707,0,28,0
06/27/2020,TX,5747,0,42,0
06/28/2020,TX,5352,0,27,0
06/29/2020,TX,4288,0,10,0
06/30/2020,TX,6975,0,21,0
07/01/2020,TX,8076,0,57,0
07/02/2020,TX,7915,0,44,0
07/03/2020,TX,7555,0,50,0
07/04/2020,TX,8258,0,33,0
07/05/2020,TX,3449,0,29,0
07/06/2020,TX,5318,0,18,0
07/07/2020,TX,10028,0,60,0
07/08/2020,TX,9979,0,98,0
07/09/2020,TX,9782,0,105,0
07/10/2020,TX,9765,0,95,0
07/11/2020,TX,10351,0,99,0
07/12/2020,TX,8196,0,80,0
07/13/2020,TX,5655,0,43,0
07/14/2020,TX,10745,0,87,0
07/15/2020,TX,7307,0,110,0
07/16/2020,TX,10291,0,129,0
07/17/2020,TX,14916,0,174,0
07/18/2020,TX,10158,0,130,0
07/19/2020,TX,7300,0,93,0
07/20/2020,TX,7404,0,62,0
07/21/2020,TX,9305,0,131,0
07/22/2020,TX,9879,0,197,0
07/23/2020,TX,9507,0,173,0
07/24/2020,TX,8701,0,196,0
07/25/2020,TX,6020,0,168,0
07/26/2020,TX,5810,0,153,0
07/27/2020,TX,4267,0,675,0
07/28/2020,TX,8342,0,164,0
07/29/2020,TX,9042,0,313,0
07/30/2020,TX,8800,0,84,0
07/31/2020,TX,8839,0,295,0
08/01/2020,TX,9539,0,268,0
08/02/2020,TX,0,0,0,0
08/03/2020,TX,11529,0,179,0
08/04/2020,TX,9167,0,245,0
08/05/2020,TX,8706,0,236,0
08/06/2020,TX,7598,0,306,0
08/07/2020,TX,7039,0,293,0
08/08/2020,TX,6959,0,247,0
08/09/2020,TX,4879,0,116,0
08/10/2020,TX,4455,0,31,0
08/11/2020,TX,9803,0,220,0
08/12/2020,TX,6200,0,324,0
08/13/2020,TX,6755,0,255,0
08/14/2020,TX,7018,0,313,0
08/15/2020,TX,8245,0,238,0
08/16/2020,TX,6204,0,143,0
08/17/2020,TX,7908,0,51,0
08/18/2020,TX,7282,0,216,0
08/19/2020,TX,7024,0,309,0
08/20/2020,TX,5303,0,234,0
08/21/2020,TX,5021,0,258,0
08/22/2020,TX,5559,0,215,0
08/23/2020,TX,4398,0,104,0
08/24/2020,TX,2847,0,25,0
08/25/2020,TX,6346,0,181,0
08/26/2020,TX,5407,0,229,0
08/27/2020,TX,5600,0,265,0
08/28/2020,TX,4031,0,196,0
08/29/2020,TX,4762,0,154,0
08/30/2020,TX,3824,0,90,0
08/31/2020,TX,2615,0,26,0
09/01/2020,TX,4364,0,145,0
09/02/2020,TX,4334,0,189,0
09/03/2020,TX,3680,0,221,0
09/04/2020,TX,5482,0,140,0
09/05/2020,TX,4486,0,177,0
09/06/2020,TX,2995,0,64,0
09/07/2020,TX,2060,0,20,0
09/08/2020,TX,1421,0,61,0
09/09/2020,TX,4000,0,139,0
09/10/2020,TX,4018,0,161,0
09/11/2020,TX,3547,0,144,0
09/12/2020,TX,4233,0,146,0
09/13/2020,TX,1845,0,47,0
09/14/2020,TX,4011,0,21,0
09/15/2020,TX,5301,0,132,0
09/16/2020,TX,6026,0,135,0
09/17/2020,TX,4047,0,112,0
09/18/2020,TX,3422,0,123,0
09/19/2020,TX,3827,0,135,0
09/20/2020,TX,2466,0,45,0
09/21/2020,TX,9853,0,24,0
09/22/2020,TX,17820,0,77,0
09/23/2020,TX,3392,0,135,0
09/24/2020,TX,4320,0,138,0
09/25/2020,TX,0,0,97,0
09/26/2020,TX,9519,0,121,0
09/27/2020,TX,1694,0,37,0
09/28/2020,TX,4090,0,11,0
09/29/2020,TX,4062,0,71,0
09/30/2020,TX,5683,0,107,0
10/01/2020,TX,3534,0,112,0
10/02/2020,TX,3503,0,72,0
10/03/2020,TX,7006,0,97,0
10/04/2020,TX,2884,0,33,0
10/05/2020,TX,3409,0,8,0
10/06/2020,TX,4132,0,78,0
10/07/2020,TX,4121,0,119,0
10/08/2020,TX,4238,0,104,0
10/09/2020,TX,4036,0,98,0
10/10/2020,TX,4230,0,94,0
10/11/2020,TX,2418,0,31,0
10/12/2020,TX,2648,0,1,0
10/13/2020,TX,5289,0,64,0
10/14/2020,TX,4667,0,95,0
10/15/2020,TX,4726,0,95,0
10/16/2020,TX,5870,0,91,0
10/17/2020,TX,4885,0,81,0
10/18/2020,TX,3216,0,30,0
10/19/2020,TX,4748,0,8,0
10/20/2020,TX,5030,0,65,0
10/21/2020,TX,5252,0,114,0
10/22/2020,TX,6291,0,85,0
10/23/2020,TX,6472,0,89,0
10/24/2020,TX,6499,0,81,0
10/25/2020,TX,4304,0,48,0
10/26/2020,TX,4700,0,10,0
10/27/2020,TX,7292,0,81,0
10/28/2020,TX,5627,0,105,0
10/29/2020,TX,6826,0,119,0
10/30/2020,TX,6631,0,115,0
10/31/2020,TX,7145,0,90,0
11/01/2020,TX,4259,0,53,0
01/22/2020,NC,0,0,0,0
01/23/2020,NC,0,0,0,0
01/24/2020,NC,0,0,0,0
01/25/2020,NC,0,0,0,0
01/26/2020,NC,0,0,0,0
01/27/2020,NC,0,0,0,0
01/28/2020,NC,0,0,0,0
01/29/2020,NC,0,0,0,0
01/30/2020,NC,0,0,0,0
01/31/2020,NC,0,0,0,0
02/01/2020,NC,0,0,0,0
02/02/2020,NC,0,0,0,0
02/03/2020,NC,0,0,0,0
02/04/2020,NC,0,0,0,0
02/05/2020,NC,0,0,0,0
02/06/2020,NC,0,0,0,0
02/07/2020,NC,0,0,0,0
02/08/2020,NC,0,0,0,0
02/09/2020,NC,0,0,0,0
02/10/2020,NC,0,0,0,0
02/11/2020,NC,0,0,0,0
02/12/2020,NC,0,0,0,0
02/13/2020,NC,0,0,0,0
02/14/2020,NC,0,0,0,0
02/15/2020,NC,0,0,0,0
02/16/2020,NC,0,0,0,0
02/17/2020,NC,0,0,0,0
02/18/2020,NC,0,0,0,0
02/19/2020,NC,0,0,0,0
02/20/2020,NC,0,0,0,0
02/21/2020,NC,0,0,0,0
02/22/2020,NC,0,0,0,0
02/23/2020,NC,0,0,0,0
02/24/2020,NC,0,0,0,0
02/25/2020,NC,0,0,0,0
02/26/2020,NC,0,0,0,0
02/27/2020,NC,0,0,0,0
02/28/2020,NC,0,0,0,0
02/29/2020,NC,0,0,0,0
03/01/2020,NC,0,0,0,0
03/02/2020,NC,0,0,0,0
03/03/2020,NC,1,0,0,0
03/04/2020,NC,0,0,0,0
03/05/2020,NC,0,0,0,0
03/06/2020,NC,1,0,0,0
03/07/2020,NC,0,0,0,0
03/08/2020,NC,0,0,0,0
03/09/2020,NC,5,0,0,0
03/10/2020,NC,0,0,0,0
03/11/2020,NC,1,0,0,0
03/12/2020,NC,7,0,0,0
03/13/2020,NC,0,0,0,0
03/14/2020,NC,2,0,0,0
03/15/2020,NC,16,0,0,0
03/16/2020,NC,7,0,0,0
03/17/2020,NC,22,0,0,0
03/18/2020,NC,35,0,0,0
03/19/2020,NC,40,0,0,0
03/20/2020,NC,27,0,0,0
03/21/2020,NC,63,0,0,0
03/22/2020,NC,28,0,0,0
03/23/2020,NC,143,0,0,0
03/24/2020,NC,106,0,0,0
03/25/2020,NC,132,0,1,0
03/26/2020,NC,128,0,2,0
03/27/2020,NC,0,0,0,0
03/28/2020,NC,171,0,1,0
03/29/2020,NC,372,0,2,0
03/30/2020,NC,191,0,2,0
03/31/2020,NC,86,0,1,0
04/01/2020,NC,273,0,7,0
04/02/2020,NC,236,0,3,0
04/03/2020,NC,0,0,2,0
04/04/2020,NC,309,0,3,0
04/05/2020,NC,468,0,9,0
04/06/2020,NC,0,0,0,0
04/07/2020,NC,351,0,13,0
04/08/2020,NC,430,0,19,0
04/09/2020,NC,0,0,0,0
04/10/2020,NC,257,0,9,0
04/11/2020,NC,404,0,6,0
04/12/2020,NC,208,0,1,0
04/13/2020,NC,296,0,5,0
04/14/2020,NC,208,0,22,0
04/15/2020,NC,99,0,9,0
04/16/2020,NC,342,0,14,0
04/17/2020,NC,394,0,21,0
04/18/2020,NC,281,0,12,0
04/19/2020,NC,353,0,8,0
04/20/2020,NC,271,0,7,0
04/21/2020,NC,187,0,34,0
04/22/2020,NC,269,0,29,0
04/23/2020,NC,388,0,11,0
04/24/2020,NC,444,0,16,0
04/25/2020,NC,571,0,20,0
04/26/2020,NC,207,0,10,0
04/27/2020,NC,312,0,7,0
04/28/2020,NC,426,0,36,0
04/29/2020,NC,380,0,12,0
04/30/2020,NC,561,0,24,0
05/01/2020,NC,414,0,21,0
05/02/2020,NC,586,0,21,0
05/03/2020,NC,155,0,2,0
05/04/2020,NC,184,0,8,0
05/05/2020,NC,408,0,22,0
05/06/2020,NC,502,0,25,0
05/07/2020,NC,639,0,30,0
05/08/2020,NC,471,0,20,0
05/09/2020,NC,492,0,17,0
05/10/2020,NC,404,0,3,0
05/11/2020,NC,281,0,3,0
05/12/2020,NC,301,0,27,0
05/13/2020,NC,470,0,20,0
05/14/2020,NC,691,0,18,0
05/15/2020,NC,622,0,26,0
05/16/2020,NC,853,0,11,0
05/17/2020,NC,530,0,7,0
05/18/2020,NC,511,0,2,0
05/19/2020,NC,677,0,30,0
05/20/2020,NC,422,0,11,0
05/21/2020,NC,738,0,14,0
05/22/2020,NC,758,0,12,0
05/23/2020,NC,1107,0,9,0
05/24/2020,NC,497,0,7,0
05/25/2020,NC,742,0,20,0
05/26/2020,NC,176,0,2,0
05/27/2020,NC,488,0,28,0
05/28/2020,NC,784,0,33,0
05/29/2020,NC,1076,0,32,0
05/30/2020,NC,1185,0,18,0
05/31/2020,NC,916,0,9,0
06/01/2020,NC,674,0,12,0
06/02/2020,NC,626,0,23,0
06/03/2020,NC,888,0,18,0
06/04/2020,NC,1189,0,21,0
06/05/2020,NC,1289,0,6,0
06/06/2020,NC,1370,0,26,0
06/07/2020,NC,930,9,4,0
06/08/2020,NC,929,-9,10,0
06/09/2020,NC,676,0,23,0
06/10/2020,NC,1011,0,24,0
06/11/2020,NC,1310,0,11,0
06/12/2020,NC,1768,0,28,0
06/13/2020,NC,1427,0,12,0
06/14/2020,NC,1443,0,5,0
06/15/2020,NC,983,0,9,0
06/16/2020,NC,751,0,36,0
06/17/2020,NC,1002,0,14,0
06/18/2020,NC,1333,0,7,0
06/19/2020,NC,1652,0,22,0
06/20/2020,NC,1549,0,15,0
06/21/2020,NC,1412,0,8,0
06/22/2020,NC,804,0,3,0
06/23/2020,NC,848,0,28,0
06/24/2020,NC,1721,0,20,0
06/25/2020,NC,1009,0,19,0
06/26/2020,NC,1635,0,13,0
06/27/2020,NC,1719,0,15,0
06/28/2020,NC,1605,0,4,0
06/29/2020,NC,1342,0,3,0
06/30/2020,NC,1186,0,18,0
07/01/2020,NC,1844,0,30,0
07/02/2020,NC,-1844,0,-30,0
07/03/2020,NC,5571,0,49,0
07/04/2020,NC,0,0,0,0
07/05/2020,NC,2742,0,4,0
07/06/2020,NC,1546,0,2,0
07/07/2020,NC,1346,0,22,0
07/08/2020,NC,1435,0,21,0
07/09/2020,NC,2039,0,20,0
07/10/2020,NC,1982,0,18,0
07/11/2020,NC,2462,0,20,0
07/12/2020,NC,1908,0,4,0
07/13/2020,NC,1827,0,7,0
07/14/2020,NC,1956,0,42,0
07/15/2020,NC,1782,0,16,0
07/16/2020,NC,2160,0,20,0
07/17/2020,NC,2051,0,18,0
07/18/2020,NC,2481,0,23,0
07/19/2020,NC,1820,0,5,0
07/20/2020,NC,1268,0,8,0
07/21/2020,NC,1815,0,26,0
07/22/2020,NC,2140,0,30,0
07/23/2020,NC,1892,0,28,0
07/24/2020,NC,2102,0,20,0
07/25/2020,NC,2097,0,32,0
07/26/2020,NC,1621,0,7,0
07/27/2020,NC,1625,0,5,0
07/28/2020,NC,1749,0,30,0
07/29/2020,NC,1763,0,45,0
07/30/2020,NC,2344,0,38,0
07/31/2020,NC,1954,0,21,0
08/01/2020,NC,1730,0,40,0
08/02/2020,NC,1341,0,5,0
08/03/2020,NC,1313,0,13,0
08/04/2020,NC,1629,0,28,0
08/05/2020,NC,1127,0,40,0
08/06/2020,NC,1979,0,42,0
08/07/2020,NC,1545,0,42,0
08/08/2020,NC,1954,0,26,0
08/09/2020,NC,1452,0,8,0
08/10/2020,NC,626,0,4,0
08/11/2020,NC,1051,0,32,0
08/12/2020,NC,1166,0,45,0
08/13/2020,NC,1763,0,38,0
08/14/2020,NC,1346,0,26,0
08/15/2020,NC,1536,0,30,0
08/16/2020,NC,1246,0,4,0
08/17/2020,NC,564,0,1,0
08/18/2020,NC,1263,0,48,0
08/19/2020,NC,1153,0,35,0
08/20/2020,NC,1972,0,34,0
08/21/2020,NC,2008,0,29,0
08/22/2020,NC,1729,0,27,0
08/23/2020,NC,1472,0,10,0
08/24/2020,NC,1283,0,4,0
08/25/2020,NC,1345,0,35,0
08/26/2020,NC,1244,0,36,0
08/27/2020,NC,2091,0,24,0
08/28/2020,NC,1415,0,22,0
08/29/2020,NC,2585,0,31,0
08/30/2020,NC,1051,0,9,0
08/31/2020,NC,1186,0,10,0
09/01/2020,NC,2111,0,39,0
09/02/2020,NC,1129,0,38,0
09/03/2020,NC,1656,0,24,0
09/04/2020,NC,2045,0,36,0
09/05/2020,NC,1561,0,50,0
09/06/2020,NC,1086,0,1,0
09/07/2020,NC,1018,0,7,0
09/08/2020,NC,716,0,12,0
09/09/2020,NC,897,0,49,0
09/10/2020,NC,1222,0,32,0
09/11/2020,NC,1532,0,33,0
09/12/2020,NC,1454,0,24,0
09/13/2020,NC,1196,0,5,0
09/14/2020,NC,845,0,8,0
09/15/2020,NC,1106,0,51,0
09/16/2020,NC,1137,0,38,0
09/17/2020,NC,1552,0,31,0
09/18/2020,NC,1443,0,27,0
09/19/2020,NC,1229,0,28,0
09/20/2020,NC,1333,0,8,0
09/21/2020,NC,800,0,4,0
09/22/2020,NC,1168,0,39,0
09/23/2020,NC,952,0,30,0
09/24/2020,NC,1688,0,40,0
09/25/2020,NC,6142,4563,53,25
09/26/2020,NC,1759,96,31,27
09/27/2020,NC,1290,17,1,27
09/28/2020,NC,868,4,4,27
09/29/2020,NC,889,126,49,27
09/30/2020,NC,1495,123,38,27
10/01/2020,NC,2277,191,47,28
10/02/2020,NC,1775,167,29,29
10/03/2020,NC,2202,196,21,29
10/04/2020,NC,610,52,5,31
10/05/2020,NC,2258,10,3,31
10/06/2020,NC,1504,236,33,31
10/07/2020,NC,1711,245,23,32
10/08/2020,NC,2428,209,29,33
10/09/2020,NC,2034,231,25,34
10/10/2020,NC,2321,197,18,34
10/11/2020,NC,1719,81,5,35
10/12/2020,NC,1276,44,3,35
10/13/2020,NC,1734,197,43,42
10/14/2020,NC,1926,307,40,43
10/15/2020,NC,2532,285,18,43
10/16/2020,NC,2684,314,36,46
10/17/2020,NC,2102,237,19,47
10/18/2020,NC,2303,95,5,47
10/19/2020,NC,1144,0,5,47
10/20/2020,NC,1578,230,53,51
10/21/2020,NC,1842,347,40,51
10/22/2020,NC,2400,269,50,54
10/23/2020,NC,2716,293,32,56
10/24/2020,NC,2584,310,30,59
10/25/2020,NC,1807,95,13,60
10/26/2020,NC,1643,38,13,62
10/27/2020,NC,2141,231,41,67
10/28/2020,NC,2253,407,34,69
10/29/2020,NC,2885,259,38,73
10/30/2020,NC,2809,419,49,75
10/31/2020,NC,2805,337,46,77
11/01/2020,NC,2057,63,5,77
01/22/2020,NJ,0,0,0,0
01/23/2020,NJ,0,0,0,0
01/24/2020,NJ,0,0,0,0
01/25/2020,NJ,0,0,0,0
01/26/2020,NJ,0,0,0,0
01/27/2020,NJ,0,0,0,0
01/28/2020,NJ,0,0,0,0
01/29/2020,NJ,0,0,0,0
01/30/2020,NJ,0,0,0,0
01/31/2020,NJ,0,0,0,0
02/01/2020,NJ,0,0,0,0
02/02/2020,NJ,0,0,0,0
02/03/2020,NJ,0,0,0,0
02/04/2020,NJ,0,0,0,0
02/05/2020,NJ,0,0,0,0
02/06/2020,NJ,0,0,0,0
02/07/2020,NJ,0,0,0,0
02/08/2020,NJ,0,0,0,0
02/09/2020,NJ,0,0,0,0
02/10/2020,NJ,0,0,0,0
02/11/2020,NJ,0,0,0,0
02/12/2020,NJ,0,0,0,0
02/13/2020,NJ,0,0,0,0
02/14/2020,NJ,0,0,0,0
02/15/2020,NJ,0,0,0,0
02/16/2020,NJ,0,0,0,0
02/17/2020,NJ,0,0,0,0
02/18/2020,NJ,0,0,0,0
02/19/2020,NJ,0,0,0,0
02/20/2020,NJ,0,0,0,0
02/21/2020,NJ,0,0,0,0
02/22/2020,NJ,0,0,0,0
02/23/2020,NJ,0,0,0,0
02/24/2020,NJ,0,0,0,0
02/25/2020,NJ,0,0,0,0
02/26/2020,NJ,0,0,0,0
02/27/2020,NJ,0,0,0,0
02/28/2020,NJ,0,0,0,0
02/29/2020,NJ,0,0,0,0
03/01/2020,NJ,0,0,0,0
03/02/2020,NJ,0,0,0,0
03/03/2020,NJ,0,0,0,0
03/04/2020,NJ,0,0,0,0
03/05/2020,NJ,2,0,0,0
03/06/2020,NJ,2,0,0,0
03/07/2020,NJ,2,0,0,0
03/08/2020,NJ,0,0,0,0
03/09/2020,NJ,2,0,0,0
03/10/2020,NJ,7,0,1,0
03/11/2020,NJ,8,0,0,0
03/12/2020,NJ,6,0,0,0
03/13/2020,NJ,1,0,0,0
03/14/2020,NJ,14,0,0,0
03/15/2020,NJ,54,0,1,0
03/16/2020,NJ,80,0,0,0
03/17/2020,NJ,89,0,1,0
03/18/2020,NJ,160,0,2,0
03/19/2020,NJ,315,0,4,0
03/20/2020,NJ,148,0,2,0
03/21/2020,NJ,437,0,5,0
03/22/2020,NJ,587,0,4,0
03/23/2020,NJ,930,0,7,0
03/24/2020,NJ,831,0,17,0
03/25/2020,NJ,727,0,18,0
03/26/2020,NJ,2474,0,19,0
03/27/2020,NJ,1949,0,27,0
03/28/2020,NJ,2299,0,32,0
03/29/2020,NJ,2262,0,21,0
03/30/2020,NJ,3250,0,37,0
03/31/2020,NJ,2060,0,69,0
04/01/2020,NJ,3559,0,88,0
04/02/2020,NJ,3335,0,182,0
04/03/2020,NJ,4305,0,109,0
04/04/2020,NJ,4229,0,200,0
04/05/2020,NJ,3381,0,71,0
04/06/2020,NJ,3585,0,86,0
04/07/2020,NJ,3326,0,229,0
04/08/2020,NJ,3021,0,272,0
04/09/2020,NJ,3590,0,196,0
04/10/2020,NJ,3561,0,232,0
04/11/2020,NJ,3563,0,255,0
04/12/2020,NJ,3699,0,163,0
04/13/2020,NJ,2734,0,93,0
04/14/2020,NJ,4240,0,362,0
04/15/2020,NJ,2206,0,351,0
04/16/2020,NJ,4287,0,362,0
04/17/2020,NJ,3150,0,322,0
04/18/2020,NJ,2969,0,230,0
04/19/2020,NJ,3865,0,132,0
04/20/2020,NJ,3505,0,175,0
04/21/2020,NJ,3581,0,376,0
04/22/2020,NJ,3478,0,310,0
04/23/2020,NJ,4124,0,305,0
04/24/2020,NJ,2207,0,249,0
04/25/2020,NJ,3327,0,246,0
04/26/2020,NJ,3515,0,75,0
04/27/2020,NJ,2150,0,106,0
04/28/2020,NJ,2668,0,398,0
04/29/2020,NJ,2408,0,328,0
04/30/2020,NJ,2388,0,458,0
05/01/2020,NJ,2538,0,310,0
05/02/2020,NJ,2527,0,204,0
05/03/2020,NJ,3027,0,129,0
05/04/2020,NJ,1525,0,39,0
05/05/2020,NJ,2324,0,334,0
05/06/2020,NJ,1297,0,305,0
05/07/2020,NJ,1745,0,252,0
05/08/2020,NJ,1819,0,151,0
05/09/2020,NJ,1631,0,164,0
05/10/2020,NJ,1447,0,139,0
05/11/2020,NJ,1413,0,55,0
05/12/2020,NJ,798,0,198,0
05/13/2020,NJ,817,0,194,0
05/14/2020,NJ,1144,0,244,0
05/15/2020,NJ,1201,0,192,0
05/16/2020,NJ,1184,0,111,0
05/17/2020,NJ,1245,0,107,0
05/18/2020,NJ,1705,0,79,0
05/19/2020,NJ,974,0,151,0
05/20/2020,NJ,1386,0,161,0
05/21/2020,NJ,1073,0,96,0
05/22/2020,NJ,1247,0,142,0
05/23/2020,NJ,385,0,96,0
05/24/2020,NJ,1050,0,52,0
05/25/2020,NJ,938,0,11,0
05/26/2020,NJ,672,0,47,0
05/27/2020,NJ,864,0,148,0
05/28/2020,NJ,557,0,62,0
05/29/2020,NJ,1659,0,130,0
05/30/2020,NJ,764,0,103,0
05/31/2020,NJ,837,0,64,0
06/01/2020,NJ,473,0,23,0
06/02/2020,NJ,627,0,49,0
06/03/2020,NJ,523,0,110,0
06/04/2020,NJ,462,0,90,0
06/05/2020,NJ,806,0,79,0
06/06/2020,NJ,557,0,57,0
06/07/2020,NJ,271,0,70,0
06/08/2020,NJ,333,0,38,0
06/09/2020,NJ,299,0,89,0
06/10/2020,NJ,550,0,74,0
06/11/2020,NJ,470,0,66,0
06/12/2020,NJ,348,0,46,0
06/13/2020,NJ,439,0,100,0
06/14/2020,NJ,278,0,36,0
06/15/2020,NJ,222,0,51,0
06/16/2020,NJ,323,0,51,0
06/17/2020,NJ,277,0,42,0
06/18/2020,NJ,404,0,31,0
06/19/2020,NJ,389,0,35,0
06/20/2020,NJ,338,0,22,0
06/21/2020,NJ,308,0,13,0
06/22/2020,NJ,273,0,25,0
06/23/2020,NJ,319,0,54,0
06/24/2020,NJ,158,0,46,0
06/25/2020,NJ,304,0,1877,1854
06/26/2020,NJ,388,0,42,1854
06/27/2020,NJ,289,0,34,1854
06/28/2020,NJ,309,0,27,1854
06/29/2020,NJ,90,0,17,1854
06/30/2020,NJ,395,0,43,1854
07/01/2020,NJ,261,0,45,1856
07/02/2020,NJ,428,0,27,1856
07/03/2020,NJ,386,0,57,1856
07/04/2020,NJ,291,0,25,1856
07/05/2020,NJ,369,0,22,1856
07/06/2020,NJ,209,0,18,1856
07/07/2020,NJ,267,0,52,1856
07/08/2020,NJ,161,0,142,1947
07/09/2020,NJ,231,0,25,1947
07/10/2020,NJ,358,0,31,1947
07/11/2020,NJ,331,0,46,1947
07/12/2020,NJ,339,0,16,1947
07/13/2020,NJ,224,0,19,1947
07/14/2020,NJ,393,0,22,1947
07/15/2020,NJ,363,0,52,1974
07/16/2020,NJ,223,0,31,1974
07/17/2020,NJ,50,0,19,1974
07/18/2020,NJ,263,0,15,1974
07/19/2020,NJ,-31,0,7,1974
07/20/2020,NJ,180,0,9,1974
07/21/2020,NJ,293,0,22,1974
07/22/2020,NJ,389,0,-30,1920
07/23/2020,NJ,242,0,23,1920
07/24/2020,NJ,458,0,35,1920
07/25/2020,NJ,513,0,11,1920
07/26/2020,NJ,505,0,11,1920
07/27/2020,NJ,449,0,17,1920
07/28/2020,NJ,483,0,21,1920
07/29/2020,NJ,471,0,-27,1875
07/30/2020,NJ,204,0,11,1875
07/31/2020,NJ,690,0,10,1875
08/01/2020,NJ,369,0,11,1875
08/02/2020,NJ,321,0,6,1875
08/03/2020,NJ,264,0,10,1875
08/04/2020,NJ,356,0,11,1875
08/05/2020,NJ,357,0,-15,1853
08/06/2020,NJ,374,0,7,1853
08/07/2020,NJ,360,0,11,1853
08/08/2020,NJ,368,0,9,1853
08/09/2020,NJ,344,0,5,1853
08/10/2020,NJ,258,0,4,1853
08/11/2020,NJ,444,0,12,1853
08/12/2020,NJ,463,0,-5,1839
08/13/2020,NJ,656,0,8,1839
